Wall time,Step,Value
1686338709.0556486,4250,9.151000022888184
1686339253.125233,8501,7.321000099182129
1686339794.0743482,12752,7.01200008392334
1686340342.6873467,17003,6.874000072479248
1686340890.0402048,21254,6.789000034332275
1686341439.2123892,25505,6.730999946594238
