Wall time,Step,Value
1686338179.7371652,100,14.803999900817871
1686338191.5086992,200,12.23900032043457
1686338203.6548715,300,11.680999755859375
1686338215.4477518,400,11.49899959564209
1686338227.237241,500,11.345000267028809
1686338239.3064046,600,11.1850004196167
1686338251.4843452,700,10.920999526977539
1686338264.0138142,800,10.741999626159668
1686338276.308079,900,10.484999656677246
1686338287.9003356,1000,10.288999557495117
1686338299.5158257,1100,10.071999549865723
1686338311.9536433,1200,9.897000312805176
1686338324.8974807,1300,9.697999954223633
1686338337.3823118,1400,9.543000221252441
1686338349.6962354,1500,9.335000038146973
1686338362.1396458,1600,9.25
1686338373.931662,1700,9.083000183105469
1686338386.0573828,1800,8.98900032043457
1686338398.3829837,1900,8.86299991607666
1686338410.7113695,2000,8.718999862670898
1686338422.7823296,2100,8.621999740600586
1686338434.9535952,2200,8.555999755859375
1686338446.7884884,2300,8.425000190734863
1686338458.6843088,2400,8.355999946594238
1686338470.573926,2500,8.338000297546387
1686338482.753671,2600,8.220000267028809
1686338494.9435356,2700,8.152000427246094
1686338506.9831183,2800,8.118000030517578
1686338519.1337562,2900,8.104000091552734
1686338531.66716,3000,7.999000072479248
1686338544.217319,3100,7.988999843597412
1686338556.589303,3200,7.980000019073486
1686338568.5291862,3300,7.9120001792907715
1686338580.8511405,3400,7.889999866485596
1686338593.1286044,3500,7.880000114440918
1686338605.2750342,3600,7.811999797821045
1686338617.4731717,3700,7.789999961853027
1686338629.7447038,3800,7.770999908447266
1686338642.1998491,3900,7.703999996185303
1686338654.1671941,4000,7.752999782562256
1686338666.3754253,4100,7.684999942779541
1686338678.5105543,4200,7.650000095367432
1686338715.4239392,4300,7.618000030517578
1686338727.5382872,4400,7.499000072479248
1686338740.039876,4500,7.565999984741211
1686338752.8713841,4600,7.5279998779296875
1686338764.6768944,4700,7.5320000648498535
1686338776.678317,4800,7.492000102996826
1686338789.1123836,4900,7.488999843597412
1686338801.5222332,5000,7.460999965667725
1686338813.5898275,5100,7.49399995803833
1686338825.8261817,5200,7.465000152587891
1686338838.0337803,5300,7.440999984741211
1686338850.334154,5400,7.354000091552734
1686338862.886511,5500,7.4029998779296875
1686338874.9577987,5600,7.330999851226807
1686338887.218389,5700,7.39300012588501
1686338899.2157688,5800,7.388999938964844
1686338911.498351,5900,7.374000072479248
1686338923.4880483,6000,7.335999965667725
1686338936.2641602,6100,7.324999809265137
1686338948.638465,6200,7.323999881744385
1686338961.3816555,6300,7.26200008392334
1686338973.7380643,6400,7.269999980926514
1686338985.974108,6500,7.247000217437744
1686338998.2585926,6600,7.355000019073486
1686339010.275659,6700,7.2820000648498535
1686339022.4131224,6800,7.196000099182129
1686339035.0263176,6900,7.26800012588501
1686339047.380079,7000,7.2820000648498535
1686339059.2281945,7100,7.322999954223633
1686339071.2665918,7200,7.283999919891357
1686339083.5662591,7300,7.264999866485596
1686339096.0157058,7400,7.177000045776367
1686339108.1960645,7500,7.2230000495910645
1686339120.4953465,7600,7.206999778747559
1686339132.9024417,7700,7.198999881744385
1686339144.7502363,7800,7.151000022888184
1686339156.561917,7900,7.171000003814697
1686339168.9443471,8000,7.265999794006348
1686339181.2515018,8100,7.156000137329102
1686339193.313696,8200,7.116000175476074
1686339205.7686443,8300,7.188000202178955
1686339217.7249467,8400,7.171999931335449
1686339229.6382117,8500,7.120999813079834
1686339265.6837602,8600,7.0229997634887695
1686339277.9353962,8700,7.045000076293945
1686339290.2670887,8800,7.072000026702881
1686339303.270205,8900,7.070000171661377
1686339315.573014,9000,6.98199987411499
1686339328.0488553,9100,7.063000202178955
1686339340.4728572,9200,7.053999900817871
1686339352.8325303,9300,7.008999824523926
1686339365.1566932,9400,7.038000106811523
1686339376.7611601,9500,7.109000205993652
1686339389.1655972,9600,7.085000038146973
1686339401.5909424,9700,7.011000156402588
1686339413.796214,9800,7.060999870300293
1686339425.834093,9900,6.9770002365112305
1686339437.918933,10000,7.041999816894531
1686339450.0191102,10100,7.059999942779541
1686339462.0405035,10200,7.067999839782715
1686339474.3339095,10300,7.000999927520752
1686339486.5372849,10400,6.986999988555908
1686339498.8665786,10500,7.0960001945495605
1686339511.1628206,10600,7.034999847412109
1686339522.8675208,10700,6.992000102996826
1686339535.059141,10800,7.035999774932861
1686339547.6496558,10900,7.013000011444092
1686339559.8398108,11000,7.02400016784668
1686339572.02521,11100,6.986000061035156
1686339584.3556323,11200,6.966000080108643
1686339596.6477919,11300,7.008999824523926
1686339608.4177222,11400,7.01800012588501
1686339620.5465674,11500,6.960999965667725
1686339632.734546,11600,6.922999858856201
1686339644.9233155,11700,6.988999843597412
1686339657.0588577,11800,6.888000011444092
1686339669.4682112,11900,7.050000190734863
1686339681.6157107,12000,6.980000019073486
1686339693.5251493,12100,7.001999855041504
1686339705.9654856,12200,6.980000019073486
1686339718.338682,12300,7.025000095367432
1686339730.6760552,12400,7.00600004196167
1686339743.4561832,12500,6.940999984741211
1686339755.8223088,12600,6.961999893188477
1686339768.1005986,12700,6.939000129699707
1686339800.3992734,12800,6.894000053405762
1686339812.2495084,12900,6.86899995803833
1686339825.2841284,13000,6.934000015258789
1686339837.4658473,13100,6.816999912261963
1686339850.1114757,13200,6.869999885559082
1686339862.3458574,13300,6.9029998779296875
1686339874.2135255,13400,6.925000190734863
1686339886.2987695,13500,6.8480000495910645
1686339898.8069248,13600,6.866000175476074
1686339911.5263793,13700,6.811999797821045
1686339924.283531,13800,6.849999904632568
1686339936.961023,13900,6.831999778747559
1686339949.1858382,14000,6.861000061035156
1686339961.0691483,14100,6.882999897003174
1686339973.0130715,14200,6.864999771118164
1686339985.8870595,14300,6.956999778747559
1686339998.5589383,14400,6.940999984741211
1686340010.6557229,14500,6.861000061035156
1686340023.0537004,14600,6.926000118255615
1686340035.2039585,14700,6.9670000076293945
1686340047.670712,14800,6.8429999351501465
1686340059.8430583,14900,6.854000091552734
1686340072.2547874,15000,6.848999977111816
1686340084.6660829,15100,6.826000213623047
1686340096.6994617,15200,6.853000164031982
1686340109.2825537,15300,6.863999843597412
1686340122.2758267,15400,6.875999927520752
1686340134.6541972,15500,6.88700008392334
1686340146.6124618,15600,6.876999855041504
1686340159.1463006,15700,6.883999824523926
1686340171.3097148,15800,6.861000061035156
1686340183.619502,15900,6.824999809265137
1686340195.8293371,16000,6.84499979019165
1686340208.0717716,16100,6.918000221252441
1686340220.4630215,16200,6.861999988555908
1686340233.0685835,16300,6.816999912261963
1686340245.1368454,16400,6.810999870300293
1686340257.5626824,16500,6.88700008392334
1686340269.521015,16600,6.855000019073486
1686340281.2885451,16700,6.888999938964844
1686340293.446834,16800,6.915999889373779
1686340305.4580944,16900,6.934000015258789
1686340317.7137144,17000,6.892000198364258
1686340354.9883924,17100,6.803999900817871
1686340367.440785,17200,6.828999996185303
1686340379.4240205,17300,6.74399995803833
1686340391.896197,17400,6.800000190734863
1686340403.7812707,17500,6.817999839782715
1686340416.2069843,17600,6.755000114440918
1686340428.7974927,17700,6.723999977111816
1686340441.660719,17800,6.802999973297119
1686340453.860367,17900,6.815999984741211
1686340466.0630977,18000,6.7779998779296875
1686340478.4535716,18100,6.808000087738037
1686340490.3793721,18200,6.776000022888184
1686340502.4811065,18300,6.723999977111816
1686340515.189045,18400,6.78000020980835
1686340527.3237557,18500,6.783999919891357
1686340540.3685656,18600,6.789000034332275
1686340552.15546,18700,6.770999908447266
1686340563.6944048,18800,6.8460001945495605
1686340575.8267817,18900,6.741000175476074
1686340588.279379,19000,6.7829999923706055
1686340600.4385517,19100,6.744999885559082
1686340612.4801672,19200,6.824999809265137
1686340624.483619,19300,6.798999786376953
1686340636.9953926,19400,6.809999942779541
1686340649.2204938,19500,6.816999912261963
1686340661.5334032,19600,6.784999847412109
1686340673.925874,19700,6.789999961853027
1686340686.19863,19800,6.829999923706055
1686340698.1016612,19900,6.732999801635742
1686340710.1015568,20000,6.7210001945495605
1686340722.2092721,20100,6.754000186920166
1686340734.8171034,20200,6.853000164031982
1686340748.1627712,20300,6.78000020980835
1686340760.890258,20400,6.818999767303467
1686340773.0003598,20500,6.795000076293945
1686340784.8825808,20600,6.811999797821045
1686340797.2225525,20700,6.796000003814697
1686340809.519919,20800,6.831999778747559
1686340821.702963,20900,6.769999980926514
1686340833.7854075,21000,6.802999973297119
1686340845.7159655,21100,6.802999973297119
1686340857.6244836,21200,6.791999816894531
1686340895.7507944,21300,6.783999919891357
1686340908.4715817,21400,6.669000148773193
1686340920.9363372,21500,6.671999931335449
1686340933.2401583,21600,6.714000225067139
1686340945.1448107,21700,6.71999979019165
1686340958.1464286,21800,6.682000160217285
1686340970.224194,21900,6.734000205993652
1686340982.4019167,22000,6.701000213623047
1686340994.864344,22100,6.735000133514404
1686341006.8460212,22200,6.738999843597412
1686341018.873156,22300,6.7829999923706055
1686341031.4939833,22400,6.7270002365112305
1686341044.1466546,22500,6.7129998207092285
1686341056.3536155,22600,6.730999946594238
1686341069.2724135,22700,6.745999813079834
1686341081.7744195,22800,6.7829999923706055
1686341093.3247573,22900,6.742000102996826
1686341105.788514,23000,6.704999923706055
1686341118.0469983,23100,6.702000141143799
1686341130.3087575,23200,6.688000202178955
1686341142.4974847,23300,6.818999767303467
1686341155.5179749,23400,6.750999927520752
1686341168.3160307,23500,6.723999977111816
1686341180.413859,23600,6.763999938964844
1686341192.7859938,23700,6.767000198364258
1686341205.1885712,23800,6.809000015258789
1686341217.6452878,23900,6.706999778747559
1686341229.4165497,24000,6.744999885559082
1686341241.705982,24100,6.750999927520752
1686341254.013543,24200,6.744999885559082
1686341266.4781444,24300,6.697000026702881
1686341279.003648,24400,6.708000183105469
1686341291.0716226,24500,6.757999897003174
1686341303.32152,24600,6.736000061035156
1686341315.5269725,24700,6.757999897003174
1686341328.2459853,24800,6.739999771118164
1686341340.9356544,24900,6.74399995803833
1686341353.4456267,25000,6.684000015258789
1686341366.213924,25100,6.710000038146973
1686341378.4987829,25200,6.703000068664551
1686341390.2407076,25300,6.7789998054504395
1686341402.8491912,25400,6.7179999351501465
1686341415.0638976,25500,6.729000091552734
