Wall time,Step,Value
1686336167.2087524,6294,6.533999919891357
1686337219.474672,12590,4.877999782562256
1686338277.131186,18886,4.63100004196167
1686339331.3794644,25181,4.50600004196167
1686340405.1943269,31477,4.427000045776367
