Wall time,Step,Value
1686335131.6337056,100,14.538999557495117
1686335147.9163842,200,11.067999839782715
1686335163.2429888,300,10.467000007629395
1686335179.1179144,400,10.26200008392334
1686335195.2092113,500,10.0600004196167
1686335211.5714583,600,9.666000366210938
1686335228.1292722,700,9.192000389099121
1686335244.2435863,800,8.928999900817871
1686335260.1977134,900,8.604999542236328
1686335276.4690378,1000,8.359000205993652
1686335292.4593706,1100,8.052000045776367
1686335308.5825195,1200,7.855000019073486
1686335325.4859416,1300,7.635000228881836
1686335341.4755387,1400,7.385000228881836
1686335357.7198281,1500,7.24399995803833
1686335373.8056576,1600,7.0289998054504395
1686335389.3779807,1700,6.894000053405762
1686335405.3396552,1800,6.739999771118164
1686335421.9550836,1900,6.644000053405762
1686335438.3175788,2000,6.4730000495910645
1686335455.2140262,2100,6.4070000648498535
1686335471.7076044,2200,6.313000202178955
1686335488.0595005,2300,6.2179999351501465
1686335504.5893576,2400,6.13100004196167
1686335520.6744866,2500,6.015999794006348
1686335537.0186098,2600,6.01200008392334
1686335552.7513068,2700,5.931000232696533
1686335568.5510428,2800,5.811999797821045
1686335584.9613085,2900,5.831999778747559
1686335601.3462377,3000,5.7769999504089355
1686335617.3297262,3100,5.748000144958496
1686335633.3310773,3200,5.702000141143799
1686335649.696231,3300,5.728000164031982
1686335667.1636603,3400,5.691999912261963
1686335683.1753159,3500,5.558000087738037
1686335698.9796455,3600,5.559999942779541
1686335715.4398503,3700,5.5980000495910645
1686335731.7727432,3800,5.5980000495910645
1686335747.908525,3900,5.5
1686335764.7332933,4000,5.539999961853027
1686335780.9756136,4100,5.548999786376953
1686335798.1981044,4200,5.560999870300293
1686335814.4625833,4300,5.447000026702881
1686335831.128892,4400,5.413000106811523
1686335847.6460915,4500,5.394000053405762
1686335863.37345,4600,5.415999889373779
1686335879.7217665,4700,5.304999828338623
1686335896.860491,4800,5.360000133514404
1686335912.5781033,4900,5.302000045776367
1686335928.8468723,5000,5.307000160217285
1686335945.1335964,5100,5.297999858856201
1686335961.0261436,5200,5.255000114440918
1686335977.4399707,5300,5.2220001220703125
1686335993.194115,5400,5.302000045776367
1686336009.566493,5500,5.293000221252441
1686336025.9048746,5600,5.223999977111816
1686336042.5233674,5700,5.26200008392334
1686336059.442522,5800,5.190999984741211
1686336075.6175592,5900,5.175000190734863
1686336091.7033978,6000,5.135000228881836
1686336108.2580688,6100,5.109000205993652
1686336124.7620633,6200,5.170000076293945
