Wall time,Step,Value
1686342964.5986397,9400,5.302000045776367
1686342973.2105076,9500,5.328000068664551
1686342981.4645495,9600,5.321000099182129
1686342989.657576,9700,5.361999988555908
1686342998.4180362,9800,5.320000171661377
1686343006.085672,9900,5.311999797821045
1686343014.6570406,10000,5.294000148773193
1686343021.9901154,10100,5.270999908447266
1686343030.9520352,10200,5.334000110626221
1686343039.364836,10300,5.303999900817871
1686343047.1209044,10400,5.367000102996826
1686343056.415601,10500,5.302999973297119
1686343064.1921618,10600,5.327000141143799
1686343073.4775226,10700,5.289999961853027
1686343081.754713,10800,5.235000133514404
1686343090.5926316,10900,5.271999835968018
1686343099.2485352,11000,5.251999855041504
1686343106.9678698,11100,5.2789998054504395
1686343131.4239771,11200,5.185999870300293
1686343139.0707119,11300,5.1519999504089355
1686343148.0820162,11400,5.199999809265137
1686343156.028337,11500,5.230999946594238
1686343164.9421847,11600,5.190999984741211
1686343173.9493637,11700,5.236999988555908
1686343181.7916389,11800,5.193999767303467
1686343190.4725218,11900,5.14900016784668
1686343198.3467932,12000,5.235000133514404
1686343207.1549535,12100,5.1519999504089355
1686343215.8323627,12200,5.197999954223633
1686343224.1119769,12300,5.122000217437744
1686343232.9116163,12400,5.178999900817871
1686343240.917119,12500,5.11299991607666
1686343249.78087,12600,5.139999866485596
1686343257.7424104,12700,5.1539998054504395
1686343267.0565755,12800,5.168000221252441
1686343275.2078052,12900,5.150000095367432
1686343283.7544608,13000,5.1479997634887695
1686343293.2090623,13100,5.1529998779296875
1686343301.1685095,13200,5.183000087738037
1686343310.2269177,13300,5.163000106811523
1686343318.9538667,13400,5.169000148773193
1686343328.6334722,13500,5.078000068664551
1686343336.6150415,13600,5.151000022888184
1686343345.3526137,13700,5.2230000495910645
1686343354.8785424,13800,5.172999858856201
1686343363.1909258,13900,5.107999801635742
1686343372.47734,14000,5.11899995803833
1686343380.488321,14100,5.0879998207092285
1686343388.9628747,14200,5.15500020980835
1686343397.9803832,14300,5.132999897003174
1686343404.9745405,14400,5.025000095367432
1686343413.5917063,14500,5.10699987411499
1686343421.0600624,14600,5.091000080108643
1686343429.741893,14700,5.124000072479248
1686343438.295628,14800,5.113999843597412
1686343446.9161055,14900,5.0929999351501465
1686343455.887043,15000,5.047999858856201
1686343463.9454584,15100,5.0929999351501465
1686343473.0200815,15200,5.086999893188477
1686343480.5863414,15300,5.107999801635742
1686343489.2932932,15400,5.11299991607666
1686343498.0369985,15500,5.089000225067139
1686343506.384755,15600,5.125
1686343517.187078,15700,5.145999908447266
1686343525.1971679,15800,5.085000038146973
1686343533.8302095,15900,5.043000221252441
1686343541.9699395,16000,5.109000205993652
1686343551.096897,16100,5.071000099182129
1686343560.1928623,16200,5.083000183105469
1686343568.2409234,16300,5.191999912261963
1686343576.9617841,16400,5.068999767303467
1686343584.4877403,16500,5.046999931335449
1686343593.572757,16600,5.061999797821045
1686343614.6590931,16700,5.105999946594238
1686343623.991732,16800,5.053999900817871
1686343632.7098572,16900,4.961999893188477
1686343640.5492518,17000,5.019999980926514
1686343649.6529186,17100,5.025000095367432
1686343657.379882,17200,4.999000072479248
1686343666.4726057,17300,4.973999977111816
1686343674.5752635,17400,5.006999969482422
1686343682.89748,17500,4.9710001945495605
1686343692.1184278,17600,5.007999897003174
1686343699.9126277,17700,5.0
1686343711.2013373,17800,5.045000076293945
1686343718.5829282,17900,4.961999893188477
1686343727.688323,18000,5.019999980926514
1686343736.0452552,18100,5.052000045776367
1686343744.4525363,18200,4.954999923706055
1686343753.6993544,18300,5.010000228881836
1686343761.4035084,18400,5.0269999504089355
1686343770.0455124,18500,4.999000072479248
1686343778.0236628,18600,5.039999961853027
1686343787.4766974,18700,5.0320000648498535
1686343795.6326506,18800,4.949999809265137
1686343803.9553335,18900,4.958000183105469
1686343813.3560953,19000,5.033999919891357
1686343821.0416694,19100,4.999000072479248
1686343830.3348157,19200,4.965000152587891
1686343839.055377,19300,5.01800012588501
1686343847.3633695,19400,4.926000118255615
1686343857.0070684,19500,4.989999771118164
1686343864.446281,19600,4.986999988555908
1686343873.8076186,19700,5.019999980926514
1686343882.2868667,19800,5.021999835968018
1686343890.5811434,19900,5.019000053405762
1686343900.079402,20000,4.974999904632568
1686343908.705062,20100,5.0269999504089355
1686343917.978982,20200,4.994999885559082
1686343925.6760476,20300,5.0
1686343934.5499477,20400,4.943999767303467
1686343941.7848158,20500,4.966000080108643
1686343950.8083637,20600,5.025000095367432
1686343959.6366472,20700,5.064000129699707
1686343968.158408,20800,4.953999996185303
1686343977.0280783,20900,4.960999965667725
1686343985.441494,21000,5.064000129699707
1686343994.2980301,21100,4.928999900817871
1686344002.8318577,21200,4.991000175476074
1686344011.011543,21300,4.920000076293945
1686344019.9238899,21400,4.934000015258789
1686344028.0414085,21500,4.98799991607666
1686344037.3083324,21600,5.048999786376953
1686344045.733689,21700,4.9670000076293945
1686344054.284422,21800,5.03000020980835
1686344062.8519032,21900,4.989999771118164
1686344070.6843548,22000,4.991000175476074
1686344079.9781,22100,5.010000228881836
1686344089.370482,22200,4.9670000076293945
1686344110.972002,22300,4.877999782562256
1686344119.1797776,22400,4.882999897003174
1686344127.6218057,22500,4.906000137329102
1686344137.2201765,22600,4.948999881744385
1686344144.7436538,22700,4.929999828338623
1686344154.0775836,22800,4.978000164031982
1686344161.141027,22900,4.881999969482422
1686344169.5009964,23000,4.886000156402588
1686344177.3504627,23100,4.886000156402588
1686344187.0218506,23200,4.9710001945495605
1686344196.3335493,23300,4.933000087738037
1686344204.1714091,23400,4.926000118255615
1686344213.2222505,23500,4.945000171661377
1686344220.872262,23600,4.875
1686344229.8062468,23700,4.931000232696533
1686344238.6200387,23800,4.908999919891357
1686344246.9294877,23900,4.925000190734863
1686344255.8580203,24000,4.96999979019165
1686344263.6548004,24100,4.861999988555908
1686344273.552936,24200,4.9029998779296875
1686344283.1127982,24300,4.939000129699707
1686344290.803363,24400,4.868000030517578
1686344300.23405,24500,4.942999839782715
1686344308.4302897,24600,4.889999866485596
1686344317.2827604,24700,4.9679999351501465
1686344325.797103,24800,4.879000186920166
1686344333.4561982,24900,4.826000213623047
1686344342.816516,25000,4.959000110626221
1686344351.1542306,25100,4.9029998779296875
1686344360.6778827,25200,4.9120001792907715
1686344368.8195853,25300,4.900000095367432
1686344377.1255062,25400,4.9679999351501465
1686344386.6605983,25500,4.993000030517578
1686344394.430769,25600,4.909999847412109
1686344403.596652,25700,4.882999897003174
1686344412.3157055,25800,4.919000148773193
1686344420.828792,25900,4.881999969482422
1686344429.8894665,26000,4.869999885559082
1686344437.7810109,26100,4.925000190734863
1686344446.6442099,26200,4.922999858856201
1686344455.1477194,26300,4.933000087738037
1686344465.7064886,26400,4.906000137329102
1686344474.9154818,26500,4.9679999351501465
1686344483.0532956,26600,4.8979997634887695
1686344491.8848598,26700,4.888999938964844
1686344499.5963626,26800,4.948999881744385
1686344508.60355,26900,4.879000186920166
1686344516.703697,27000,4.835000038146973
1686344525.0624583,27100,4.885000228881836
1686344534.0307777,27200,4.965000152587891
1686344541.7467723,27300,4.875
1686344551.0331922,27400,4.910999774932861
1686344558.4863846,27500,4.8979997634887695
1686344567.3675802,27600,4.841000080108643
1686344575.239185,27700,4.869999885559082
1686344596.780703,27800,4.883999824523926
1686344604.4032607,27900,4.853000164031982
1686344613.2811186,28000,4.875
1686344622.6693509,28100,4.8480000495910645
1686344631.0023146,28200,4.834000110626221
1686344641.099881,28300,4.8470001220703125
1686344649.7649367,28400,4.790999889373779
1686344658.2715726,28500,4.789999961853027
1686344667.4212325,28600,4.889999866485596
1686344675.3079417,28700,4.841000080108643
1686344684.5586205,28800,4.841000080108643
1686344693.0920846,28900,4.875
1686344701.4279828,29000,4.872000217437744
1686344710.044592,29100,4.806000232696533
1686344718.0911868,29200,4.896999835968018
1686344727.6051495,29300,4.8480000495910645
1686344735.159686,29400,4.783999919891357
1686344744.1995363,29500,4.835000038146973
1686344752.72605,29600,4.861000061035156
1686344761.4658809,29700,4.910999774932861
1686344770.755432,29800,4.939000129699707
1686344778.5102704,29900,4.853000164031982
1686344787.57321,30000,4.828000068664551
1686344795.3365643,30100,4.854000091552734
1686344804.1591358,30200,4.809999942779541
1686344812.5571873,30300,4.8520002365112305
1686344820.8606133,30400,4.894999980926514
1686344831.6015148,30500,4.894000053405762
1686344838.8535962,30600,4.849999904632568
1686344847.8221414,30700,4.868000030517578
1686344856.1342907,30800,4.918000221252441
1686344865.1558378,30900,4.8429999351501465
1686344873.738775,31000,4.831999778747559
1686344881.7957683,31100,4.866000175476074
1686344891.3489823,31200,4.849999904632568
1686344899.4221554,31300,4.910999774932861
1686344908.601224,31400,4.859000205993652
1686344917.36371,31500,4.879000186920166
1686344925.248116,31600,4.894000053405762
1686344934.223721,31700,4.853000164031982
1686344941.8675582,31800,4.8470001220703125
1686344950.7852876,31900,4.813000202178955
1686344959.0744224,32000,4.811999797821045
1686344967.6459076,32100,4.803999900817871
1686344976.8121085,32200,4.815999984741211
1686344984.5807567,32300,4.86299991607666
1686344993.27123,32400,4.833000183105469
1686345001.0015287,32500,4.868000030517578
1686345011.773723,32600,4.90500020980835
1686345020.23027,32700,4.833000183105469
1686345029.2251914,32800,4.829999923706055
1686345038.2471607,32900,4.828000068664551
1686345045.6171088,33000,4.855999946594238
1686345054.4986243,33100,4.824999809265137
1686345062.302021,33200,4.815999984741211
1686345071.4294622,33300,4.815999984741211
