Wall time,Step,Value
1686343416.6387377,6294,10.458999633789062
1686344296.8468041,12590,8.35099983215332
1686345178.735439,18886,7.857999801635742
1686346062.371707,25181,7.5980000495910645
1686346943.1552908,31477,7.431000232696533
